EmployeeNumber,FieldVsDept,MonthlyHours,DaysWorked,CompanyRatiotoCareer,RoleRatioToCompany,RoleRatioToCareer,AgeBin,HourlyRateBin,MonthlyRateBin,MonthlyIncomeBin,DailyRateBin,DaysWorkedBin,MonthlyHoursBin,CompanyRatiotoCareerBin,RoleRatioToCompanyBin,RoleRatioToCareerBin
961,Medical - Research & Development,142.8048780487805,9.50487012987013,0.9,0.7777777777777778,0.7,30,40,17000,5500,600,5.0,140.0,0.8500000000000001,0.75,0.65
964,Medical - Research & Development,103.34285714285714,2.462219196732471,0.3333333333333333,1.0,0.3333333333333333,40,30,25000,3500,1400,0.0,100.0,0.30000000000000004,0.9500000000000001,0.30000000000000004
966,Medical - Research & Development,72.31182795698925,13.504016064257028,1.0,0.875,0.875,30,90,13500,6500,400,10.0,60.0,0.9500000000000001,0.8500000000000001,0.8500000000000001
967,Life Sciences - Sales,202.45098039215685,19.4811320754717,1.0,0.4375,0.4375,30,50,5500,10000,500,15.0,200.0,0.9500000000000001,0.4,0.4
969,Life Sciences - Research & Development,165.45238095238096,6.500467726847521,0.8333333333333334,0.0,0.0,30,40,12000,6500,1000,5.0,160.0,0.8,0.0,0.0
970,Life Sciences - Sales,230.6304347826087,16.9744,0.8235294117647058,0.07142857142857142,0.058823529411764705,30,40,14500,10500,600,15.0,220.0,0.8,0.05,0.05
972,Life Sciences - Research & Development,78.01754385964912,5.524223602484472,1.0,0.7777777777777778,0.7777777777777778,40,50,23000,4000,800,5.0,60.0,0.9500000000000001,0.75,0.75
974,Technical Degree - Sales,25.678571428571427,1.5363247863247864,1.0,0.3333333333333333,0.3333333333333333,20,80,18000,2000,1400,0.0,20.0,0.9500000000000001,0.30000000000000004,0.30000000000000004
975,Medical - Sales,53.5,3.774405250205086,1.0,0.4,0.4,30,80,6000,4500,1200,0.0,40.0,0.9500000000000001,0.4,0.4
976,Life Sciences - Research & Development,244.27142857142857,16.238366571699906,0.34615384615384615,0.8888888888888888,0.3076923076923077,50,70,13500,17000,1000,15.0,240.0,0.30000000000000004,0.8500000000000001,0.30000000000000004
977,Technical Degree - Research & Development,48.6078431372549,8.577854671280276,0.14285714285714285,0.0,0.0,50,50,26000,2000,200,5.0,40.0,0.1,0.0,0.0
981,Medical - Sales,330.0444444444444,10.793604651162791,0.7727272727272727,0.7647058823529411,0.5909090909090909,50,40,13500,14500,1300,10.0,320.0,0.75,0.75,0.55
982,Other - Sales,117.16129032258064,31.445887445887447,0.8,0.5,0.4,30,60,9500,7000,200,30.0,100.0,0.8,0.45,0.4
983,Technical Degree - Sales,66.65882352941176,37.276315789473685,0.8333333333333334,0.6,0.5,30,80,19500,5500,100,35.0,60.0,0.8,0.55,0.45
984,Life Sciences - Sales,85.03260869565217,8.869614512471655,0.8333333333333334,0.9,0.75,30,90,6500,7500,800,5.0,80.0,0.8,0.8500000000000001,0.7000000000000001
985,Life Sciences - Sales,192.1951219512195,8.726467331118494,0.8888888888888888,0.875,0.7777777777777778,30,40,2500,7500,900,5.0,180.0,0.8500000000000001,0.8500000000000001,0.75
986,Life Sciences - Sales,131.94,8.920892494929006,0.045454545454545456,0.0,0.0,40,100,17000,13000,1400,5.0,120.0,0.0,0.0,0.0
987,Medical - Research & Development,79.171875,3.674401740391588,0.95,0.5263157894736842,0.5,40,60,6500,5000,1300,0.0,60.0,0.9,0.5,0.45
990,Technical Degree - Sales,60.464285714285715,4.132628152969894,0.5833333333333334,1.0,0.5833333333333334,30,80,25500,5000,1200,0.0,60.0,0.55,0.9500000000000001,0.55
991,Medical - Research & Development,50.45652173913044,6.928358208955224,0.75,0.6666666666666666,0.5,30,40,10000,2000,300,5.0,40.0,0.7000000000000001,0.65,0.45
992,Life Sciences - Sales,459.05263157894734,24.1606648199446,1.0,0.8,0.8,30,30,20000,17000,700,20.0,440.0,0.9500000000000001,0.8,0.8
994,Life Sciences - Research & Development,26.130434782608695,2.6534216335540837,0.0,1.0,0.0,20,90,11000,2000,900,0.0,20.0,0.0,1.0,0.0
995,Life Sciences - Research & Development,65.13207547169812,7.488069414316703,0.6,0.6666666666666666,0.4,30,50,17000,3000,400,5.0,60.0,0.55,0.65,0.4
996,Medical - Research & Development,24.945054945054945,2.3305954825462014,0.625,0.6,0.375,40,90,11000,2000,900,0.0,20.0,0.6000000000000001,0.55,0.35000000000000003
997,Medical - Research & Development,263.6212121212121,15.452042628774423,0.15625,0.8,0.125,50,60,6500,17000,1100,15.0,260.0,0.15000000000000002,0.8,0.1
998,Other - Research & Development,65.33333333333333,6.636033857315598,1.0,0.8333333333333334,0.8333333333333334,30,80,20000,5000,800,5.0,60.0,0.9500000000000001,0.8,0.8
999,Medical - Research & Development,303.421875,23.117857142857144,0.8571428571428571,0.8888888888888888,0.7619047619047619,40,60,3500,19000,800,20.0,300.0,0.8500000000000001,0.8500000000000001,0.75
1001,Technical Degree - Research & Development,75.97297297297297,2.4788359788359786,0.5,1.0,0.5,20,30,12000,2500,1100,0.0,60.0,0.45,0.9500000000000001,0.45
1002,Life Sciences - Research & Development,86.5,14.649193548387096,1.0,0.8888888888888888,0.8888888888888888,40,40,14000,3500,200,10.0,80.0,0.9500000000000001,0.8500000000000001,0.8500000000000001
1003,Life Sciences - Sales,50.1566265060241,4.359162303664921,1.0,0.0,0.0,40,80,8500,4000,900,0.0,40.0,0.9500000000000001,0.0,0.0
1004,Life Sciences - Research & Development,44.416666666666664,15.44927536231884,0.7142857142857143,0.4,0.2857142857142857,30,40,11500,2000,100,15.0,40.0,0.7000000000000001,0.4,0.25
1005,Life Sciences - Research & Development,147.0842105263158,14.880724174653887,0.5454545454545454,0.9166666666666666,0.5,50,90,4000,13500,900,10.0,140.0,0.5,0.9,0.45
1006,Medical - Research & Development,40.666666666666664,1.9295470884255932,0.6666666666666666,0.5,0.3333333333333333,30,60,12000,2500,1300,0.0,40.0,0.65,0.45,0.30000000000000004
1007,Medical - Research & Development,144.6,19.16077738515901,0.6153846153846154,0.875,0.5384615384615384,40,70,24000,10500,500,15.0,140.0,0.6000000000000001,0.8500000000000001,0.5
1009,Medical - Research & Development,106.7560975609756,3.629353233830846,0.8,0.5,0.4,20,40,24000,4000,1200,0.0,100.0,0.8,0.45,0.4
1010,Other - Research & Development,95.97435897435898,6.017684887459807,0.8,0.5,0.4,30,30,10000,3500,600,5.0,80.0,0.8,0.45,0.4
1011,Life Sciences - Research & Development,43.208333333333336,4.862837045720985,1.0,0.75,0.75,30,90,11000,4000,800,0.0,40.0,0.9500000000000001,0.7000000000000001,0.7000000000000001
1012,Life Sciences - Research & Development,14.397260273972602,3.662020905923345,1.0,1.0,1.0,10,70,13000,1000,200,0.0,0.0,1.0,1.0,1.0
1013,Technical Degree - Research & Development,191.76785714285714,7.452463566967384,0.45454545454545453,0.7,0.3181818181818182,50,50,13500,10500,1400,5.0,180.0,0.45,0.65,0.30000000000000004
1014,Medical - Research & Development,182.24561403508773,17.818181818181817,1.0,0.625,0.625,30,50,6500,10000,500,15.0,180.0,0.9500000000000001,0.6000000000000001,0.6000000000000001
1015,Life Sciences - Research & Development,156.3835616438356,74.61437908496733,0.8888888888888888,0.875,0.7777777777777778,30,70,17500,11000,100,70.0,140.0,0.8500000000000001,0.8500000000000001,0.75
1016,Medical - Research & Development,26.53061224489796,2.3701002734731085,1.0,0.0,0.0,20,90,18000,2500,1000,0.0,20.0,0.9500000000000001,0.0,0.0
1017,Medical - Research & Development,40.36666666666667,22.220183486238533,0.75,0.6666666666666666,0.5,30,60,25500,2000,100,20.0,40.0,0.7000000000000001,0.65,0.45
1018,Medical - Research & Development,171.0,5.133208255159475,1.0,0.875,0.875,20,30,3000,5000,1000,5.0,160.0,0.9500000000000001,0.8500000000000001,0.8500000000000001
1019,Life Sciences - Research & Development,26.074468085106382,11.294930875576037,1.0,0.75,0.75,20,90,6500,2000,200,10.0,20.0,0.9500000000000001,0.7000000000000001,0.7000000000000001
1022,Life Sciences - Research & Development,43.71134020618557,15.306859205776174,0.10526315789473684,1.0,0.10526315789473684,40,90,13000,4000,200,15.0,40.0,0.1,0.9500000000000001,0.1
1024,Life Sciences - Research & Development,141.01282051282053,8.117343173431735,0.5555555555555556,0.7333333333333333,0.4074074074074074,40,70,22000,10500,1300,5.0,140.0,0.55,0.7000000000000001,0.4
1025,Medical - Research & Development,119.11904761904762,9.112932604735883,0.25,1.0,0.25,40,40,23000,5000,500,5.0,100.0,0.2,0.9500000000000001,0.2
1026,Life Sciences - Research & Development,196.03076923076924,27.34334763948498,1.0,0.2857142857142857,0.2857142857142857,30,60,7000,12500,400,25.0,180.0,0.9500000000000001,0.25,0.25
1027,Life Sciences - Research & Development,89.93617021276596,4.006635071090048,0.75,0.6666666666666666,0.5,20,40,4500,4000,1000,0.0,80.0,0.7000000000000001,0.65,0.45
1028,Other - Research & Development,87.04444444444445,4.884039900249377,1.0,0.6666666666666666,0.6666666666666666,30,40,9500,3500,800,0.0,80.0,0.9500000000000001,0.65,0.65
1029,Marketing - Sales,203.36666666666667,69.06792452830189,0.047619047619047616,0.0,0.0,40,90,7500,18000,200,65.0,200.0,0.0,0.0,0.0
1030,Life Sciences - Research & Development,37.1875,2.9601990049751246,0.125,0.0,0.0,50,60,20000,2000,800,0.0,20.0,0.1,0.0,0.0
1032,Life Sciences - Research & Development,198.92753623188406,19.1972027972028,0.16666666666666666,0.6,0.1,50,60,21500,13500,700,15.0,180.0,0.15000000000000002,0.55,0.1
1033,Medical - Research & Development,78.31147540983606,4.186678352322524,0.06666666666666667,0.0,0.0,30,60,14000,4500,1100,0.0,60.0,0.05,0.0,0.0
1034,Medical - Research & Development,102.98387096774194,47.2962962962963,0.47058823529411764,0.875,0.4117647058823529,50,60,12500,6000,100,45.0,100.0,0.45,0.8500000000000001,0.4
1035,Life Sciences - Research & Development,363.1454545454545,80.86234817813765,1.0,0.7619047619047619,0.7619047619047619,40,50,20000,19500,200,80.0,360.0,0.9500000000000001,0.75,0.75
1036,Life Sciences - Sales,163.35714285714286,6.628985507246377,0.05263157894736842,0.0,0.0,30,40,4500,6500,1000,5.0,160.0,0.05,0.0,0.0
1037,Medical - Sales,62.89873417721519,18.750943396226415,0.2857142857142857,1.0,0.2857142857142857,20,70,21500,4500,200,15.0,60.0,0.25,0.9500000000000001,0.25
1038,Marketing - Sales,348.1578947368421,74.60526315789474,0.9696969696969697,0.4375,0.42424242424242425,50,50,25500,19500,200,70.0,340.0,0.9500000000000001,0.4,0.4
1039,Medical - Sales,251.32075471698113,9.19889502762431,0.5217391304347826,0.9166666666666666,0.4782608695652174,40,50,11500,13000,1400,5.0,240.0,0.5,0.9,0.45
1040,Life Sciences - Sales,66.81052631578947,43.772413793103446,0.9473684210526315,0.3888888888888889,0.3684210526315789,50,90,24500,6000,100,40.0,60.0,0.9,0.35000000000000003,0.35000000000000003
1042,Life Sciences - Research & Development,63.7906976744186,3.0994350282485876,0.9444444444444444,0.7647058823529411,0.7222222222222222,30,40,8000,2500,800,0.0,60.0,0.9,0.75,0.7000000000000001
1043,Medical - Research & Development,132.6829268292683,11.513227513227513,1.0,0.2857142857142857,0.2857142857142857,30,80,5000,10500,900,10.0,120.0,0.9500000000000001,0.25,0.25
1044,Life Sciences - Sales,26.613636363636363,2.25626204238921,0.6666666666666666,1.0,0.6666666666666666,30,80,21000,2000,1000,0.0,20.0,0.65,0.9500000000000001,0.65
1045,Life Sciences - Sales,196.11111111111111,14.303079416531604,0.34615384615384615,0.3333333333333333,0.11538461538461539,40,90,5000,17500,1200,10.0,180.0,0.30000000000000004,0.30000000000000004,0.1
1046,Medical - Research & Development,58.333333333333336,3.629395852119026,0.8,0.875,0.7,30,60,11000,4000,1100,0.0,40.0,0.8,0.8500000000000001,0.65
1047,Marketing - Sales,129.66666666666666,45.023148148148145,0.9375,0.06666666666666667,0.0625,30,70,12000,9500,200,45.0,120.0,0.9,0.05,0.05
1048,Technical Degree - Sales,180.36363636363637,10.931129476584022,0.42857142857142855,0.6666666666666666,0.2857142857142857,50,60,11000,11500,1000,10.0,180.0,0.4,0.65,0.25
1049,Medical - Human Resources,60.47222222222222,2.762690355329949,1.0,0.5,0.5,40,30,8000,2000,700,0.0,60.0,0.9500000000000001,0.45,0.45
1050,Marketing - Sales,198.02631578947367,60.685483870967744,0.5,0.4666666666666667,0.23333333333333334,50,30,23500,7500,100,60.0,180.0,0.45,0.45,0.2
1052,Other - Research & Development,59.67901234567901,7.324242424242424,0.1111111111111111,0.0,0.0,30,80,7500,4500,600,5.0,40.0,0.1,0.0,0.0
1053,Life Sciences - Research & Development,35.824561403508774,5.970760233918129,0.5,0.6666666666666666,0.3333333333333333,20,50,15000,2000,300,5.0,20.0,0.45,0.65,0.30000000000000004
1055,Life Sciences - Sales,25.517241379310345,1.665416354088522,1.0,1.0,1.0,30,80,18000,2000,1300,0.0,20.0,0.9500000000000001,0.9500000000000001,0.9500000000000001
1056,Medical - Sales,14.216216216216216,0.9195804195804196,1.0,0.0,0.0,20,70,23000,1000,1100,0.0,0.0,0.9500000000000001,0.0,0.0
1060,Other - Research & Development,64.11363636363636,2.37858347386172,0.25,1.0,0.25,30,40,2500,2500,1100,0.0,60.0,0.2,0.9500000000000001,0.2
1061,Medical - Research & Development,310.2741935483871,13.140027322404372,0.27586206896551724,0.125,0.034482758620689655,50,60,12500,19000,1400,10.0,300.0,0.25,0.1,0.0
1062,Other - Research & Development,117.34285714285714,33.12096774193548,0.5,0.75,0.375,30,30,13500,4000,100,30.0,100.0,0.45,0.7000000000000001,0.35000000000000003
1066,Marketing - Sales,113.45945945945945,27.986666666666668,0.875,1.0,0.875,40,70,22000,8000,300,25.0,100.0,0.8500000000000001,0.9500000000000001,0.8500000000000001
1068,Medical - Research & Development,30.40909090909091,2.179153094462541,1.0,0.6,0.6,20,60,25000,2000,900,0.0,20.0,0.9500000000000001,0.55,0.55
1069,Medical - Research & Development,490.675,45.64418604651163,0.08695652173913043,1.0,0.08695652173913043,40,40,21000,19500,400,45.0,480.0,0.05,0.9500000000000001,0.05
1070,Life Sciences - Sales,260.6341463414634,9.876155268022181,0.6923076923076923,0.4444444444444444,0.3076923076923077,50,40,8000,10500,1000,5.0,260.0,0.65,0.4,0.30000000000000004
1071,Medical - Research & Development,46.698412698412696,2.3725806451612903,0.2777777777777778,0.8,0.2222222222222222,50,60,12000,2500,1200,0.0,40.0,0.25,0.8,0.2
1073,Medical - Research & Development,173.68627450980392,11.128140703517587,0.9333333333333333,0.5714285714285714,0.5333333333333333,30,50,15500,8500,700,10.0,160.0,0.9,0.55,0.5
1074,Medical - Research & Development,418.9,37.73873873873874,0.2903225806451613,0.7777777777777778,0.22580645161290322,50,40,17000,16500,400,35.0,400.0,0.25,0.75,0.2
1076,Medical - Sales,136.68354430379748,26.019277108433734,0.05555555555555555,0.0,0.0,40,70,5000,10500,400,25.0,120.0,0.05,0.0,0.0
1077,Marketing - Sales,43.01851851851852,3.020806241872562,1.0,1.0,1.0,20,50,17000,2000,700,0.0,40.0,0.9500000000000001,0.9500000000000001,0.9500000000000001
1079,Life Sciences - Research & Development,39.333333333333336,1.0614692653673163,1.0,0.0,0.0,20,30,17000,1000,1300,0.0,20.0,0.9500000000000001,0.0,0.0
1080,Life Sciences - Research & Development,62.36486486486486,4.601196410767697,0.8421052631578947,0.8125,0.6842105263157895,40,70,21000,4500,1000,0.0,60.0,0.8,0.8,0.65
1081,Life Sciences - Research & Development,72.38235294117646,1.8601662887377173,0.5555555555555556,0.0,0.0,50,30,10000,2000,1300,0.0,60.0,0.55,0.0,0.0
1082,Technical Degree - Research & Development,121.13888888888889,6.3850658857979505,1.0,0.7,0.7,20,70,12000,8500,1300,5.0,120.0,0.9500000000000001,0.65,0.65
1083,Medical - Research & Development,67.03389830508475,20.598958333333332,0.8333333333333334,0.6,0.5,20,50,11000,3500,100,20.0,60.0,0.8,0.55,0.45
1084,Other - Research & Development,117.14117647058823,8.466836734693878,0.8571428571428571,0.3333333333333333,0.2857142857142857,30,80,9000,9500,1100,5.0,100.0,0.8500000000000001,0.30000000000000004,0.25
1085,Technical Degree - Research & Development,78.51162790697674,6.632612966601179,1.0,0.6,0.6,40,40,18500,3000,500,5.0,60.0,0.9500000000000001,0.55,0.55
1088,Life Sciences - Research & Development,135.73846153846154,26.736363636363638,0.95,0.47368421052631576,0.45,30,60,24500,8500,300,25.0,120.0,0.9,0.45,0.4
1092,Technical Degree - Research & Development,169.21311475409837,6.918230563002681,0.7857142857142857,0.9090909090909091,0.7142857142857143,40,60,26500,10000,1400,5.0,160.0,0.75,0.9,0.7000000000000001
1094,Life Sciences - Research & Development,53.11494252873563,3.6186374314800314,1.0,0.6666666666666666,0.6666666666666666,20,80,5500,4500,1200,0.0,40.0,0.9500000000000001,0.65,0.65
1096,Life Sciences - Research & Development,168.86153846153846,10.060494958753438,0.13043478260869565,0.6666666666666666,0.08695652173913043,50,60,15500,10500,1000,10.0,160.0,0.1,0.65,0.05
1097,Other - Research & Development,62.03389830508475,4.27071178529755,0.8,0.875,0.7,20,50,7500,3500,800,0.0,60.0,0.8,0.8500000000000001,0.65
1098,Medical - Human Resources,115.18681318681318,7.617732558139535,0.8333333333333334,0.3,0.25,40,90,2000,10000,1300,5.0,100.0,0.8,0.25,0.2
1099,Life Sciences - Research & Development,209.38235294117646,10.885321100917432,0.3333333333333333,0.6666666666666666,0.2222222222222222,30,30,21000,7000,600,10.0,200.0,0.30000000000000004,0.65,0.2
1100,Technical Degree - Sales,111.4186046511628,7.958471760797342,0.8888888888888888,0.875,0.7777777777777778,30,80,10000,9500,1200,5.0,100.0,0.8500000000000001,0.8500000000000001,0.75
1101,Medical - Research & Development,83.48148148148148,5.451027811366385,0.9285714285714286,0.5384615384615384,0.5,30,50,3000,4500,800,5.0,80.0,0.9,0.5,0.45
1102,Life Sciences - Research & Development,44.14,2.465921787709497,1.0,0.5,0.5,20,50,22000,2000,800,0.0,40.0,0.9500000000000001,0.45,0.45
1103,Life Sciences - Research & Development,172.35555555555555,12.550161812297734,0.8571428571428571,0.3333333333333333,0.2857142857142857,30,40,22000,7500,600,10.0,160.0,0.8500000000000001,0.30000000000000004,0.25
1105,Life Sciences - Sales,76.06818181818181,21.663430420711975,0.125,0.0,0.0,30,80,24000,6500,300,20.0,60.0,0.1,0.0,0.0
1106,Technical Degree - Research & Development,115.34375,3.0278917145200985,1.0,1.0,1.0,20,30,4500,3500,1200,0.0,100.0,0.9500000000000001,0.9500000000000001,0.9500000000000001
1107,Medical - Research & Development,64.24324324324324,1.787218045112782,1.0,1.0,1.0,20,30,19000,2000,1300,0.0,60.0,0.9500000000000001,0.9500000000000001,0.9500000000000001
1108,Medical - Research & Development,42.054545454545455,2.274336283185841,0.4,1.0,0.4,30,50,2500,2000,1000,0.0,40.0,0.4,0.9500000000000001,0.4
1109,Medical - Research & Development,504.7142857142857,37.66524520255864,0.9565217391304348,0.2727272727272727,0.2608695652173913,40,30,14000,17500,400,35.0,500.0,0.9500000000000001,0.25,0.25
1111,Medical - Research & Development,57.68888888888889,2.572844400396432,1.0,0.0,0.0,20,40,7000,2500,1000,0.0,40.0,0.9500000000000001,0.0,0.0
1113,Other - Sales,58.370370370370374,4.930135557872784,0.0,1.0,0.0,50,80,17000,4500,900,0.0,40.0,0.0,1.0,0.0
1114,Life Sciences - Sales,143.4,4.435051546391753,0.75,0.6666666666666666,0.5,30,30,13000,4000,900,0.0,140.0,0.7000000000000001,0.65,0.45
1115,Life Sciences - Research & Development,74.475,4.274031563845051,0.0,1.0,0.0,30,40,22000,2500,600,0.0,60.0,0.0,1.0,0.0
1116,Medical - Research & Development,482.42857142857144,13.379556259904913,0.18518518518518517,0.8,0.14814814814814814,40,30,16000,16500,1200,10.0,480.0,0.15000000000000002,0.8,0.1
1117,Life Sciences - Sales,86.04615384615384,5.326666666666667,1.0,0.6666666666666666,0.6666666666666666,40,60,17500,5500,1000,5.0,80.0,0.9500000000000001,0.65,0.65
1118,Life Sciences - Research & Development,120.05747126436782,10.508048289738431,0.4444444444444444,0.75,0.3333333333333333,50,80,15000,10000,900,10.0,120.0,0.4,0.7000000000000001,0.30000000000000004
1119,Marketing - Sales,119.72602739726027,11.35064935064935,0.8888888888888888,0.875,0.7777777777777778,30,70,5500,8500,700,10.0,100.0,0.8500000000000001,0.8500000000000001,0.75
1120,Life Sciences - Research & Development,27.032258064516128,2.2710027100271004,0.6363636363636364,0.7142857142857143,0.45454545454545453,20,90,26500,2500,1100,0.0,20.0,0.6000000000000001,0.7000000000000001,0.45
1121,Medical - Research & Development,82.31182795698925,8.057894736842105,0.9,0.7777777777777778,0.7,20,90,8000,7500,900,5.0,80.0,0.8500000000000001,0.75,0.65
1124,Marketing - Sales,335.86538461538464,43.01724137931034,0.5217391304347826,0.75,0.391304347826087,40,50,15500,17000,400,40.0,320.0,0.5,0.7000000000000001,0.35000000000000003
1125,Marketing - Sales,229.71875,56.54615384615385,0.1,0.0,0.0,30,30,20500,7000,100,55.0,220.0,0.1,0.0,0.0
1126,Life Sciences - Research & Development,130.36144578313252,10.0,0.4444444444444444,0.875,0.3888888888888889,40,80,11500,10500,1000,10.0,120.0,0.4,0.8500000000000001,0.35000000000000003
1127,Life Sciences - Research & Development,144.86904761904762,59.94581280788177,0.8571428571428571,0.3888888888888889,0.3333333333333333,30,80,13500,12000,200,55.0,140.0,0.8500000000000001,0.35000000000000003,0.30000000000000004
1128,Medical - Research & Development,446.04545454545456,15.004587155963304,0.9523809523809523,0.35,0.3333333333333333,40,40,17500,19500,1300,15.0,440.0,0.9500000000000001,0.30000000000000004,0.30000000000000004
1131,Technical Degree - Research & Development,29.571428571428573,2.1036585365853657,1.0,1.0,1.0,20,70,25000,2000,900,0.0,20.0,0.9500000000000001,0.9500000000000001,0.9500000000000001
1132,Life Sciences - Research & Development,96.88571428571429,15.44874715261959,0.5555555555555556,0.8,0.4444444444444444,30,70,8500,6500,400,15.0,80.0,0.55,0.8,0.4
1133,Life Sciences - Research & Development,99.73076923076923,35.8479262672811,0.6111111111111112,0.8181818181818182,0.5,30,70,23000,7500,200,35.0,80.0,0.6000000000000001,0.8,0.45
1135,Life Sciences - Sales,41.656716417910445,3.519546027742749,0.6666666666666666,1.0,0.6666666666666666,30,60,21500,2500,700,0.0,40.0,0.65,0.9500000000000001,0.65
1136,Life Sciences - Research & Development,47.776119402985074,2.206064782908339,0.8333333333333334,0.6,0.5,20,60,19500,3000,1400,0.0,40.0,0.8,0.55,0.45
1137,Marketing - Sales,92.0,4.2030456852791875,1.0,0.4,0.4,30,50,18500,4500,1100,0.0,80.0,0.9500000000000001,0.4,0.4
1138,Technical Degree - Sales,234.28571428571428,75.40229885057471,0.4090909090909091,0.8888888888888888,0.36363636363636365,40,50,11500,13000,100,75.0,220.0,0.4,0.8500000000000001,0.35000000000000003
1140,Life Sciences - Research & Development,42.45263157894737,4.020937188434696,0.6,0.6666666666666666,0.4,30,90,15500,4000,1000,0.0,40.0,0.55,0.65,0.4
1143,Life Sciences - Research & Development,53.950819672131146,6.716326530612245,0.875,0.7142857142857143,0.625,20,60,17500,3000,400,5.0,40.0,0.8500000000000001,0.7000000000000001,0.6000000000000001
1148,Medical - Research & Development,76.28571428571429,22.72340425531915,0.0625,0.0,0.0,40,50,9500,4000,100,20.0,60.0,0.05,0.0,0.0
1150,Medical - Research & Development,64.0,7.041782729805014,1.0,0.7,0.7,20,70,17500,5000,700,5.0,60.0,0.9500000000000001,0.65,0.65
1152,Human Resources - Human Resources,76.86486486486487,6.568129330254042,1.0,0.8571428571428571,0.8571428571428571,30,30,6000,2500,400,5.0,60.0,0.9500000000000001,0.8500000000000001,0.8500000000000001
1154,Life Sciences - Research & Development,69.3076923076923,3.496765847347995,1.0,0.3333333333333333,0.3333333333333333,20,30,22000,2500,700,0.0,60.0,0.9500000000000001,0.30000000000000004,0.30000000000000004
1156,Medical - Research & Development,23.8,7.708502024291498,1.0,1.0,1.0,10,80,13500,1500,200,5.0,20.0,1.0,1.0,1.0
1157,Marketing - Sales,106.8051948051948,13.638474295190713,0.8333333333333334,0.4,0.3333333333333333,30,70,18000,8000,600,10.0,100.0,0.8,0.4,0.30000000000000004
1158,Life Sciences - Research & Development,103.6086956521739,28.538922155688624,0.16666666666666666,0.0,0.0,40,40,9000,4500,100,25.0,100.0,0.15000000000000002,0.0,0.0
1160,Medical - Research & Development,36.25,2.986270022883295,1.0,1.0,1.0,30,70,6000,2500,800,0.0,20.0,0.9500000000000001,0.9500000000000001,0.9500000000000001
1161,Medical - Research & Development,110.21153846153847,15.615803814713896,0.6666666666666666,0.3333333333333333,0.2222222222222222,30,50,17000,5500,300,15.0,100.0,0.65,0.30000000000000004,0.2
1162,Life Sciences - Research & Development,46.163636363636364,12.758793969849247,1.0,0.5,0.5,20,50,7500,2500,100,10.0,40.0,0.9500000000000001,0.45,0.45
1163,Life Sciences - Sales,81.62857142857143,4.081428571428572,1.0,0.8333333333333334,0.8333333333333334,30,70,5500,5500,1400,0.0,80.0,0.9500000000000001,0.8,0.8
1164,Technical Degree - Human Resources,43.23,8.1875,0.8333333333333334,0.8,0.6666666666666666,30,100,7000,4000,500,5.0,40.0,0.8,0.8,0.65
1165,Life Sciences - Sales,163.0222222222222,17.980392156862745,1.0,0.7272727272727273,0.7272727272727273,20,40,11000,7000,400,15.0,160.0,0.9500000000000001,0.7000000000000001,0.7000000000000001
1166,Medical - Research & Development,153.39772727272728,22.763912310286678,0.9,0.3888888888888889,0.35,40,80,13500,13000,500,20.0,140.0,0.8500000000000001,0.35000000000000003,0.30000000000000004
1167,Life Sciences - Sales,312.6818181818182,28.602910602910605,0.9545454545454546,0.42857142857142855,0.4090909090909091,40,40,2000,13500,400,25.0,300.0,0.9500000000000001,0.4,0.4
1171,Marketing - Sales,114.55555555555556,7.967542503863988,0.6666666666666666,0.6666666666666666,0.4444444444444444,40,40,2000,5000,600,5.0,100.0,0.65,0.65,0.4
1172,Medical - Research & Development,38.93103448275862,2.29938900203666,0.8,0.0,0.0,30,50,16000,2000,900,0.0,20.0,0.8,0.0,0.0
1173,Medical - Research & Development,73.40816326530613,7.540880503144654,0.6666666666666666,0.75,0.5,20,40,6000,3500,400,5.0,60.0,0.65,0.7000000000000001,0.45
1175,Life Sciences - Research & Development,31.835443037974684,1.6936026936026936,1.0,1.0,1.0,20,70,22500,2500,1400,0.0,20.0,0.9500000000000001,0.9500000000000001,0.9500000000000001
1177,Medical - Research & Development,53.90243902439025,3.19364161849711,1.0,0.875,0.875,20,80,13000,4000,1300,0.0,40.0,0.9500000000000001,0.8500000000000001,0.8500000000000001
1179,Marketing - Sales,91.36111111111111,7.720657276995305,1.0,0.3,0.3,30,70,2500,6500,800,5.0,80.0,0.9500000000000001,0.25,0.25
1180,Medical - Research & Development,48.06521739130435,4.902439024390244,0.0625,1.0,0.0625,40,90,21000,4000,900,0.0,40.0,0.05,0.9500000000000001,0.05
1182,Life Sciences - Research & Development,233.5,12.544566544566544,0.4666666666666667,1.0,0.4666666666666667,30,40,19500,10000,800,10.0,220.0,0.45,0.9500000000000001,0.45
1184,Medical - Research & Development,55.08247422680412,7.986547085201794,0.9285714285714286,0.6923076923076923,0.6428571428571429,30,90,25500,5000,600,5.0,40.0,0.9,0.65,0.6000000000000001
1185,Other - Research & Development,50.5531914893617,3.7358490566037736,1.0,1.0,1.0,30,40,26500,2000,600,0.0,40.0,0.9500000000000001,0.9500000000000001,0.9500000000000001
1188,Marketing - Sales,62.89411764705882,3.8965014577259476,0.5714285714285714,0.75,0.42857142857142855,40,80,9000,5000,1300,0.0,60.0,0.55,0.7000000000000001,0.4
1190,Life Sciences - Sales,37.19736842105263,3.2795823665893273,1.0,0.0,0.0,30,70,14500,2500,800,0.0,20.0,0.9500000000000001,0.0,0.0
